Category,City,Country/Region,Customer ID,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Segments Abbrev,Selected Year,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Profit CY,Profit PY,Quantity,Sales,Sales CY,Sales PY,Year
Office Supplies,San Francisco,United States,CA-12265,Christina Anderson,Newell,3/25/2019,US-2019-128237,94110,Newell 35,West,Consumer,CON,FALSE,3/30/2019,Standard Class,California,Art,0,$0.00K,,,2,$0.0K,,,2019
Technology,San Francisco,United States,CA-12265,Christina Anderson,Imation,3/25/2019,US-2019-128237,94110,Imation Swivel Flash Drive USB flash drive - 8 GB,West,Consumer,CON,FALSE,3/30/2019,Standard Class,California,Accessories,0,$0.02K,,,4,$0.0K,,,2019
Office Supplies,San Francisco,United States,DK-12835,Damala Kotsonis,Newell,3/26/2019,US-2019-141838,94122,Newell 308,West,Corporate,COR,FALSE,3/31/2019,Second Class,California,Art,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,San Francisco,United States,DK-12835,Damala Kotsonis,Wilson Jones,3/26/2019,US-2019-141838,94122,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,COR,FALSE,3/31/2019,Second Class,California,Binders,0.2,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Pomona,United States,CS-12505,Cindy Stewart,Smead,3/26/2019,US-2019-100860,91767,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,West,Consumer,CON,FALSE,3/30/2019,Second Class,California,Labels,0,$0.01K,,,5,$0.0K,,,2019
Technology,Los Angeles,United States,JD-15895,Jonathan Doherty,SanDisk,3/26/2019,US-2019-138436,90036,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Corporate,COR,FALSE,3/30/2019,Standard Class,California,Accessories,0,$0.01K,,,3,$0.1K,,,2019
Technology,San Francisco,United States,DK-12835,Damala Kotsonis,Griffin,3/26/2019,US-2019-141838,94122,Griffin GC17055 Auxiliary Audio Cable,West,Corporate,COR,FALSE,3/31/2019,Second Class,California,Phones,0.2,$0.00K,,,2,$0.0K,,,2019
Furniture,Springfield,United States,MP-18175,Mike Pelletier,Chromcraft,3/28/2019,US-2019-117380,45503,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,East,Home Office,HO,FALSE,4/3/2019,Standard Class,Ohio,Tables,0.4,-$0.14K,,,1,$0.3K,,,2019
Furniture,Des Moines,United States,CV-12295,Christina VanderZanden,Hon,3/28/2019,US-2019-137869,50315,Hon 94000 Series Round Tables,Central,Consumer,CON,FALSE,4/2/2019,Standard Class,Iowa,Tables,0,$0.11K,,,4,$1.2K,,,2019
Office Supplies,Des Moines,United States,CV-12295,Christina VanderZanden,Poly,3/28/2019,US-2019-137869,50315,Poly String Tie Envelopes,Central,Consumer,CON,FALSE,4/2/2019,Standard Class,Iowa,Envelopes,0,$0.00K,,,3,$0.0K,,,2019
Technology,Albuquerque,United States,DR-12940,Daniel Raglin,AT&T,3/28/2019,US-2019-100881,87105,AT&T TR1909W,West,Home Office,HO,FALSE,4/1/2019,Standard Class,New Mexico,Phones,0.2,$0.02K,,,3,$0.3K,,,2019
Furniture,Plano,United States,MG-18145,Mike Gockenbach,Bush,3/29/2019,US-2019-137274,75023,Bush Advantage Collection Racetrack Conference Table,Central,Consumer,CON,FALSE,4/2/2019,Standard Class,Texas,Tables,0.3,-$0.15K,,,3,$0.9K,,,2019
Furniture,San Francisco,United States,GA-14725,Guy Armstrong,O'Sullivan,3/30/2019,US-2019-131247,94110,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Consumer,CON,FALSE,4/4/2019,Standard Class,California,Bookcases,0.15,-$0.01K,,,2,$0.2K,,,2019
Furniture,Brownsville,United States,MP-17470,Mark Packer,Global,3/30/2019,US-2019-162089,78521,"Global Stack Chair without Arms, Black",Central,Home Office,HO,FALSE,4/1/2019,First Class,Texas,Chairs,0.3,-$0.01K,,,7,$0.1K,,,2019
Office Supplies,New York City,United States,SG-20890,Susan Gilcrest,Sanford,3/30/2019,US-2019-105151,10009,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",East,Corporate,COR,FALSE,3/31/2019,First Class,New York,Art,0,$0.00K,,,5,$0.0K,,,2019
Office Supplies,Long Beach,United States,KM-16720,Kunst Miller,Other,3/30/2019,US-2019-169033,11561,Peel-Off China Markers,East,Consumer,CON,FALSE,4/3/2019,Standard Class,New York,Art,0,$0.02K,,,5,$0.0K,,,2019
Office Supplies,Brownsville,United States,MP-17470,Mark Packer,Other,3/30/2019,US-2019-162089,78521,Airmail Envelopes,Central,Home Office,HO,FALSE,4/1/2019,First Class,Texas,Envelopes,0.2,$0.11K,,,5,$0.3K,,,2019
Office Supplies,Seattle,United States,Dl-13600,Dorris liebe,Avery,3/30/2019,US-2019-133424,98105,Avery 490,West,Corporate,COR,FALSE,4/4/2019,Standard Class,Washington,Labels,0,$0.02K,,,3,$0.0K,,,2019
Office Supplies,Apple Valley,United States,NC-18340,Nat Carroll,Space Solutions,3/30/2019,US-2019-113124,55124,Space Solutions Commercial Steel Shelving,Central,Consumer,CON,FALSE,4/5/2019,Standard Class,Minnesota,Storage,0,$0.01K,,,2,$0.1K,,,2019
Office Supplies,Seattle,United States,Dl-13600,Dorris liebe,Sterilite,3/30/2019,US-2019-133424,98105,Sterilite Show Offs Storage Containers,West,Corporate,COR,FALSE,4/4/2019,Standard Class,Washington,Storage,0,$0.00K,,,3,$0.0K,,,2019
Technology,Brownsville,United States,MP-17470,Mark Packer,Other,3/30/2019,US-2019-162089,78521,Innergie mMini Combo Duo USB Travel Charging Kit,Central,Home Office,HO,FALSE,4/1/2019,First Class,Texas,Phones,0.2,$0.09K,,,7,$0.3K,,,2019
Furniture,Tampa,United States,TG-21640,Trudy Glocke,Global,3/31/2019,US-2019-130428,33614,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",South,Consumer,CON,FALSE,3/31/2019,Same Day,Florida,Chairs,0.2,$0.10K,,,7,$1.1K,,,2019
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,Fellowes,3/31/2019,US-2019-128055,94122,Fellowes Advanced Computer Series Surge Protectors,West,Consumer,CON,FALSE,4/5/2019,Standard Class,California,Appliances,0,$0.01K,,,2,$0.1K,,,2019
Office Supplies,Tampa,United States,TG-21640,Trudy Glocke,Binney & Smith,3/31/2019,US-2019-130428,33614,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,Consumer,CON,FALSE,3/31/2019,Same Day,Florida,Art,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Miami,United States,KB-16240,Karen Bern,Avery,3/31/2019,US-2019-101770,33180,Avery Hole Reinforcements,South,Corporate,COR,FALSE,4/4/2019,Standard Class,Florida,Binders,0.7,$0.00K,,,1,$0.0K,,,2019
Office Supplies,Tampa,United States,TG-21640,Trudy Glocke,Ibico,3/31/2019,US-2019-130428,33614,Ibico Plastic and Wire Spiral Binding Combs,South,Consumer,CON,FALSE,3/31/2019,Same Day,Florida,Binders,0.7,-$0.01K,,,5,$0.0K,,,2019
Office Supplies,Chicago,United States,DD-13570,Dorothy Dickinson,Fellowes,3/31/2019,US-2019-104759,60610,Fellowes Black Plastic Comb Bindings,Central,Consumer,CON,FALSE,4/4/2019,Standard Class,Illinois,Binders,0.8,-$0.01K,,,7,$0.0K,,,2019
Office Supplies,Philadelphia,United States,JO-15280,Jas O'Carroll,Avery,3/31/2019,US-2019-112403,19120,Avery Round Ring Poly Binders,East,Consumer,CON,FALSE,3/31/2019,Same Day,Pennsylvania,Binders,0.7,$0.00K,,,1,$0.0K,,,2019
Office Supplies,San Francisco,United States,AA-10315,Alex Avila,GBC,3/31/2019,US-2019-128055,94122,GBC DocuBind 200 Manual Binding Machine,West,Consumer,CON,FALSE,4/5/2019,Standard Class,California,Binders,0.2,$0.25K,,,2,$0.7K,,,2019
Technology,Chicago,United States,DD-13570,Dorothy Dickinson,Kensington,3/31/2019,US-2019-104759,60610,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Central,Consumer,CON,FALSE,4/4/2019,Standard Class,Illinois,Accessories,0.2,$0.01K,,,2,$0.1K,,,2019
Office Supplies,Vallejo,United States,KM-16720,Kunst Miller,Pressboard,4/1/2019,US-2019-157021,94591,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",West,Consumer,CON,FALSE,4/6/2019,Second Class,California,Binders,0.2,$0.01K,,,4,$0.0K,,,2019
Office Supplies,Revere,United States,KH-16330,Katharine Harms,Other,4/1/2019,US-2019-138359,2151,Zipper Ring Binder Pockets,East,Corporate,COR,FALSE,4/6/2019,Standard Class,Massachusetts,Binders,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Vallejo,United States,KM-16720,Kunst Miller,Avery,4/1/2019,US-2019-157021,94591,Avery 490,West,Consumer,CON,FALSE,4/6/2019,Second Class,California,Labels,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Revere,United States,KH-16330,Katharine Harms,Rogers,4/1/2019,US-2019-138359,2151,Rogers Profile Extra Capacity Storage Tub,East,Corporate,COR,FALSE,4/6/2019,Standard Class,Massachusetts,Storage,0,$0.00K,,,4,$0.1K,,,2019
Furniture,Virginia Beach,United States,AH-10690,Anna Häberlin,Luxo,4/2/2019,US-2019-160276,23464,Luxo Adjustable Task Clamp Lamp,South,Corporate,COR,FALSE,4/8/2019,Standard Class,Virginia,Furnishings,0,$0.05K,,,2,$0.2K,,,2019
Office Supplies,Athens,United States,RD-19585,Rob Dowd,Euro Pro,4/2/2019,US-2019-164315,30605,Euro-Pro Shark Turbo Vacuum,South,Consumer,CON,FALSE,4/8/2019,Standard Class,Georgia,Appliances,0,$0.04K,,,5,$0.2K,,,2019
Office Supplies,Houston,United States,SC-20020,Sam Craven,Xerox,4/2/2019,US-2019-157847,77095,Xerox 1947,Central,Consumer,CON,FALSE,4/6/2019,Second Class,Texas,Paper,0.2,$0.01K,,,7,$0.0K,,,2019
Office Supplies,Houston,United States,SC-20020,Sam Craven,Xerox,4/2/2019,US-2019-157847,77095,Xerox 1898,Central,Consumer,CON,FALSE,4/6/2019,Second Class,Texas,Paper,0.2,$0.01K,,,5,$0.0K,,,2019
Office Supplies,Athens,United States,RD-19585,Rob Dowd,Xerox,4/2/2019,US-2019-164315,30605,Xerox 1990,South,Consumer,CON,FALSE,4/8/2019,Standard Class,Georgia,Paper,0,$0.01K,,,3,$0.0K,,,2019
Technology,Athens,United States,RD-19585,Rob Dowd,Motorola,4/2/2019,US-2019-164315,30605,Motorola Droid Maxx,South,Consumer,CON,FALSE,4/8/2019,Standard Class,Georgia,Phones,0,$0.29K,,,7,$1.0K,,,2019
Office Supplies,Los Angeles,United States,KE-16420,Katrina Edelman,Staple envelope,4/3/2019,US-2019-112291,90008,Staple envelope,West,Corporate,COR,FALSE,4/8/2019,Standard Class,California,Envelopes,0,$0.01K,,,2,$0.0K,,,2019
Technology,Los Angeles,United States,KE-16420,Katrina Edelman,Logitech,4/3/2019,US-2019-112291,90008,Logitech G600 MMO Gaming Mouse,West,Corporate,COR,FALSE,4/8/2019,Standard Class,California,Accessories,0,$0.06K,,,2,$0.2K,,,2019
Technology,Los Angeles,United States,KE-16420,Katrina Edelman,Enermax,4/3/2019,US-2019-112291,90008,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,Corporate,COR,FALSE,4/8/2019,Standard Class,California,Accessories,0,$0.02K,,,3,$0.1K,,,2019
Furniture,Detroit,United States,MS-17710,Maurice Satty,Advantus,4/4/2019,US-2019-133228,48205,Advantus Panel Wall Acrylic Frame,Central,Consumer,CON,FALSE,4/9/2019,Standard Class,Michigan,Furnishings,0,$0.00K,,,1,$0.0K,,,2019
Office Supplies,Detroit,United States,MS-17710,Maurice Satty,Newell,4/4/2019,US-2019-133228,48205,Newell 319,Central,Consumer,CON,FALSE,4/9/2019,Standard Class,Michigan,Art,0,$0.02K,,,4,$0.1K,,,2019
Office Supplies,Los Angeles,United States,MZ-17515,Mary Zewe,Avery,4/4/2019,US-2019-128685,90008,Avery Non-Stick Binders,West,Corporate,COR,FALSE,4/5/2019,First Class,California,Binders,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,San Francisco,United States,PK-18910,Paul Knutson,Avery,4/4/2019,US-2019-105172,94109,Avery 518,West,Home Office,HO,FALSE,4/9/2019,Standard Class,California,Labels,0,$0.01K,,,6,$0.0K,,,2019
Office Supplies,Lafayette,United States,KB-16585,Ken Black,Xerox,4/4/2019,US-2019-149538,70506,Xerox 1966,South,Corporate,COR,FALSE,4/8/2019,Standard Class,Louisiana,Paper,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Lafayette,United States,KB-16585,Ken Black,Xerox,4/4/2019,US-2019-149538,70506,Xerox 209,South,Corporate,COR,FALSE,4/8/2019,Standard Class,Louisiana,Paper,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Lafayette,United States,KB-16585,Ken Black,SAFCO,4/4/2019,US-2019-149538,70506,Safco Commercial Shelving,South,Corporate,COR,FALSE,4/8/2019,Standard Class,Louisiana,Storage,0,$0.01K,,,5,$0.2K,,,2019
Technology,Lafayette,United States,KB-16585,Ken Black,Logitech,4/4/2019,US-2019-149538,70506,Logitech Wireless Marathon Mouse M705,South,Corporate,COR,FALSE,4/8/2019,Standard Class,Louisiana,Accessories,0,$0.04K,,,2,$0.1K,,,2019
Office Supplies,Alexandria,United States,GM-14695,Greg Maxwell,Newell,4/5/2019,US-2019-102988,22304,Newell 321,South,Corporate,COR,FALSE,4/9/2019,Second Class,Virginia,Art,0,$0.01K,,,7,$0.0K,,,2019
Office Supplies,Dearborn Heights,United States,RD-19900,Ruben Dartt,Stanley,4/5/2019,US-2019-149104,48127,Stanley Contemporary Battery Pencil Sharpeners,Central,Consumer,CON,FALSE,4/7/2019,Second Class,Michigan,Art,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,Dearborn Heights,United States,RD-19900,Ruben Dartt,Binney & Smith,4/5/2019,US-2019-149104,48127,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Central,Consumer,CON,FALSE,4/7/2019,Second Class,Michigan,Art,0,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Alexandria,United States,GM-14695,Greg Maxwell,Crayola,4/5/2019,US-2019-102988,22304,Crayola Colored Pencils,South,Corporate,COR,FALSE,4/9/2019,Second Class,Virginia,Art,0,$0.01K,,,7,$0.0K,,,2019
Office Supplies,Richmond,United States,RP-19855,Roy Phan,Ibico,4/5/2019,US-2019-157231,40475,Ibico Standard Transparent Covers,South,Corporate,COR,FALSE,4/9/2019,Standard Class,Kentucky,Binders,0,$0.06K,,,7,$0.1K,,,2019
Office Supplies,Dearborn Heights,United States,RD-19900,Ruben Dartt,Fellowes,4/5/2019,US-2019-149104,48127,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Central,Consumer,CON,FALSE,4/7/2019,Second Class,Michigan,Binders,0,$0.02K,,,5,$0.0K,,,2019
Office Supplies,Alexandria,United States,GM-14695,Greg Maxwell,Xerox,4/5/2019,US-2019-102988,22304,Xerox 1957,South,Corporate,COR,FALSE,4/9/2019,Second Class,Virginia,Paper,0,$0.01K,,,2,$0.0K,,,2019
Office Supplies,New York City,United States,TH-21550,Tracy Hopkins,Other,4/5/2019,US-2019-113887,10035,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",East,Home Office,HO,FALSE,4/7/2019,First Class,New York,Paper,0,$0.03K,,,1,$0.1K,,,2019
Office Supplies,Dearborn Heights,United States,RD-19900,Ruben Dartt,Space Solutions,4/5/2019,US-2019-149104,48127,Space Solutions HD Industrial Steel Shelving.,Central,Consumer,CON,FALSE,4/7/2019,Second Class,Michigan,Storage,0,$0.02K,,,6,$0.7K,,,2019
Office Supplies,Decatur,United States,JG-15805,John Grady,Other,4/5/2019,US-2019-151001,62521,Adjustable Personal File Tote,Central,Corporate,COR,FALSE,4/7/2019,First Class,Illinois,Storage,0.2,$0.00K,,,4,$0.1K,,,2019
Office Supplies,Decatur,United States,JG-15805,John Grady,Tenex,4/5/2019,US-2019-151001,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Central,Corporate,COR,FALSE,4/7/2019,First Class,Illinois,Storage,0.2,$0.00K,,,4,$0.0K,,,2019
Office Supplies,Alexandria,United States,GM-14695,Greg Maxwell,Martin-Yale,4/5/2019,US-2019-102988,22304,Martin Yale Chadless Opener Electric Letter Opener,South,Corporate,COR,FALSE,4/9/2019,Second Class,Virginia,Supplies,0,$0.08K,,,5,$4.2K,,,2019
Technology,Alexandria,United States,GM-14695,Greg Maxwell,AT&T,4/5/2019,US-2019-102988,22304,AT&T CL82213,South,Corporate,COR,FALSE,4/9/2019,Second Class,Virginia,Phones,0,$0.01K,,,1,$0.0K,,,2019
Furniture,Los Angeles,United States,AY-10555,Andy Yotov,Tenex,4/6/2019,US-2019-102652,90049,Tenex B1-RE Series Chair Mats for Low Pile Carpets,West,Corporate,COR,FALSE,4/12/2019,Standard Class,California,Furnishings,0,$0.02K,,,2,$0.1K,,,2019
Furniture,Los Angeles,United States,AY-10555,Andy Yotov,C-Line,4/6/2019,US-2019-102652,90049,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,West,Corporate,COR,FALSE,4/12/2019,Standard Class,California,Furnishings,0,$0.01K,,,7,$0.0K,,,2019
Furniture,Seattle,United States,SC-20260,Scott Cohen,Chromcraft,4/6/2019,US-2019-169803,98115,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",West,Corporate,COR,FALSE,4/12/2019,Standard Class,Washington,Tables,0,$0.11K,,,3,$0.7K,,,2019
Furniture,Philadelphia,United States,SD-20485,Shirley Daniels,KI,4/6/2019,US-2019-118486,19143,KI Adjustable-Height Table,East,Home Office,HO,FALSE,4/8/2019,First Class,Pennsylvania,Tables,0.4,-$0.04K,,,3,$0.2K,,,2019
Office Supplies,Los Angeles,United States,FH-14275,Frank Hawley,Boston,4/6/2019,US-2019-153808,90004,Boston Home & Office Model 2000 Electric Pencil Sharpeners,West,Corporate,COR,FALSE,4/10/2019,Second Class,California,Art,0,$0.02K,,,3,$0.1K,,,2019
Office Supplies,Los Angeles,United States,FH-14275,Frank Hawley,Avery,4/6/2019,US-2019-153808,90004,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",West,Corporate,COR,FALSE,4/10/2019,Second Class,California,Binders,0.2,$0.02K,,,2,$0.1K,,,2019
Office Supplies,Lancaster,United States,GP-14740,Guy Phonely,Other,4/6/2019,US-2019-136742,17602,Large Capacity Hanging Post Binders,East,Corporate,COR,FALSE,4/10/2019,Standard Class,Pennsylvania,Binders,0.7,-$0.04K,,,6,$0.0K,,,2019
Office Supplies,Los Angeles,United States,AY-10555,Andy Yotov,Xerox,4/6/2019,US-2019-102652,90049,Xerox 194,West,Corporate,COR,FALSE,4/12/2019,Standard Class,California,Paper,0,$0.03K,,,1,$0.1K,,,2019
Office Supplies,Los Angeles,United States,AY-10555,Andy Yotov,Xerox,4/6/2019,US-2019-102652,90049,Xerox 211,West,Corporate,COR,FALSE,4/12/2019,Standard Class,California,Paper,0,$0.01K,,,3,$0.0K,,,2019
Office Supplies,Philadelphia,United States,SD-20485,Shirley Daniels,Martin-Yale,4/6/2019,US-2019-118486,19143,Martin-Yale Premier Letter Opener,East,Home Office,HO,FALSE,4/8/2019,First Class,Pennsylvania,Supplies,0.2,$0.00K,,,1,$0.0K,,,2019
Technology,Seattle,United States,SC-20260,Scott Cohen,Kingston,4/6/2019,US-2019-169803,98115,Kingston Digital DataTraveler 32GB USB 2.0,West,Corporate,COR,FALSE,4/12/2019,Standard Class,Washington,Accessories,0,$0.00K,,,2,$0.0K,,,2019
Technology,Los Angeles,United States,FH-14275,Frank Hawley,Razer,4/6/2019,US-2019-153808,90004,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,West,Corporate,COR,FALSE,4/10/2019,Second Class,California,Accessories,0,$0.13K,,,3,$0.3K,,,2019
Technology,Philadelphia,United States,SD-20485,Shirley Daniels,Imation,4/6/2019,US-2019-118486,19143,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,East,Home Office,HO,FALSE,4/8/2019,First Class,Pennsylvania,Accessories,0.2,$0.02K,,,2,$0.1K,,,2019
Furniture,Mobile,United States,PJ-19015,Pauline Johnson,Other,4/7/2019,US-2019-124023,36608,"Stacking Tray, Side-Loading, Legal, Smoke",South,Consumer,CON,FALSE,4/10/2019,First Class,Alabama,Furnishings,0,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Columbia,United States,RS-19765,Roland Schwarz,Xerox,4/7/2019,US-2019-128846,29203,Xerox 1945,South,Corporate,COR,FALSE,4/12/2019,Standard Class,South Carolina,Paper,0,$0.06K,,,3,$0.1K,,,2019
Office Supplies,Marietta,United States,VM-21685,Valerie Mitchum,Xerox,4/7/2019,US-2019-165806,30062,Xerox 226,South,Home Office,HO,FALSE,4/7/2019,Same Day,Georgia,Paper,0,$0.03K,,,9,$0.1K,,,2019
Technology,Columbia,United States,RS-19765,Roland Schwarz,AT&T,4/7/2019,US-2019-128846,29203,AT&T TR1909W,South,Corporate,COR,FALSE,4/12/2019,Standard Class,South Carolina,Phones,0,$0.16K,,,5,$0.6K,,,2019
Technology,Marietta,United States,VM-21685,Valerie Mitchum,RCA,4/7/2019,US-2019-165806,30062,RCA Visys Integrated PBX 8-Line Router,South,Home Office,HO,FALSE,4/7/2019,Same Day,Georgia,Phones,0,$0.05K,,,3,$0.2K,,,2019
Furniture,Decatur,United States,RA-19885,Ruben Ausman,SAFCO,4/8/2019,US-2019-118997,35601,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",South,Corporate,COR,FALSE,4/12/2019,Standard Class,Alabama,Tables,0,$0.32K,,,8,$1.2K,,,2019
Furniture,Concord,United States,NM-18445,Nathan Mautz,Bevis,4/8/2019,US-2019-150581,94521,Bevis 36 x 72 Conference Tables,West,Home Office,HO,FALSE,4/12/2019,Standard Class,California,Tables,0.2,$0.00K,,,1,$0.1K,,,2019
Furniture,Toledo,United States,JS-15880,John Stevenson,Riverside,4/8/2019,US-2019-121769,43615,Riverside Furniture Stanwyck Manor Table Series,East,Consumer,CON,FALSE,4/12/2019,Standard Class,Ohio,Tables,0.4,-$0.09K,,,1,$0.2K,,,2019
Office Supplies,Glendale,United States,JM-15655,Jim Mitchum,OIC,4/8/2019,US-2019-100363,85301,Binder Clips by OIC,West,Corporate,COR,FALSE,4/15/2019,Standard Class,Arizona,Fasteners,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Chandler,United States,PC-19000,Pauline Chand,Alliance,4/8/2019,US-2019-163797,85224,"Alliance Super-Size Bands, Assorted Sizes",West,Home Office,HO,FALSE,4/13/2019,Standard Class,Arizona,Fasteners,0.2,-$0.01K,,,8,$0.0K,,,2019
Office Supplies,Glendale,United States,JM-15655,Jim Mitchum,Things To Do,4/8/2019,US-2019-100363,85301,Things To Do Today Spiral Book,West,Corporate,COR,FALSE,4/15/2019,Standard Class,Arizona,Paper,0.2,$0.01K,,,3,$0.0K,,,2019
Technology,Concord,United States,NM-18445,Nathan Mautz,Logitech,4/8/2019,US-2019-150581,94521,Logitech Wireless Headset h800,West,Home Office,HO,FALSE,4/12/2019,Standard Class,California,Accessories,0,$0.14K,,,4,$0.4K,,,2019
Office Supplies,Lewiston,United States,SE-20110,Sanjit Engle,GBC,4/11/2019,US-2019-121734,83501,GBC Personal VeloBind Strips,West,Consumer,CON,FALSE,4/16/2019,Standard Class,Idaho,Binders,0.2,$0.00K,,,1,$0.0K,,,2019
Office Supplies,Miami,United States,JK-15370,Jay Kimmel,Acco,4/11/2019,US-2019-102715,33180,"Acco Banker's Clasps, 5 3/4""-Long",South,Consumer,CON,FALSE,4/13/2019,Second Class,Florida,Fasteners,0.2,$0.00K,,,3,$0.0K,,,2019
Office Supplies,Miami,United States,JK-15370,Jay Kimmel,Xerox,4/11/2019,US-2019-102715,33180,Xerox 224,South,Consumer,CON,FALSE,4/13/2019,Second Class,Florida,Paper,0.2,$0.00K,,,2,$0.0K,,,2019
Office Supplies,Great Falls,United States,MM-18055,Michelle Moray,Eldon,4/11/2019,US-2019-110555,59405,Eldon Simplefile Box Office,West,Consumer,CON,FALSE,4/18/2019,Standard Class,Montana,Storage,0,$0.02K,,,7,$0.1K,,,2019
Technology,Miami,United States,JK-15370,Jay Kimmel,Logitech,4/11/2019,US-2019-102715,33180,Logitech Wireless Anywhere Mouse MX for PC and Mac,South,Consumer,CON,FALSE,4/13/2019,Second Class,Florida,Accessories,0.2,$0.04K,,,7,$0.3K,,,2019
Technology,Miami,United States,JK-15370,Jay Kimmel,Logitech,4/11/2019,US-2019-102715,33180,Logitech Wireless Gaming Headset G930,South,Consumer,CON,FALSE,4/13/2019,Second Class,Florida,Accessories,0.2,$0.08K,,,3,$0.4K,,,2019
Technology,Great Falls,United States,MM-18055,Michelle Moray,Memorex,4/11/2019,US-2019-110555,59405,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,CON,FALSE,4/18/2019,Standard Class,Montana,Accessories,0,$0.09K,,,6,$0.2K,,,2019
Technology,Great Falls,United States,MM-18055,Michelle Moray,AT&T,4/11/2019,US-2019-110555,59405,AT&T SB67148 SynJ,West,Consumer,CON,FALSE,4/18/2019,Standard Class,Montana,Phones,0.2,$0.01K,,,2,$0.1K,,,2019
Technology,Austin,United States,GM-14455,Gary Mitchum,Jawbone,4/11/2019,US-2019-138940,78745,Jawbone JAMBOX Wireless Bluetooth Speaker,Central,Home Office,HO,FALSE,4/16/2019,Second Class,Texas,Phones,0.2,$0.27K,,,6,$0.8K,,,2019
Furniture,Redondo Beach,United States,KN-16450,Kean Nguyen,O'Sullivan,4/12/2019,US-2019-154599,90278,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,Corporate,COR,FALSE,4/17/2019,Standard Class,California,Bookcases,0.15,-$0.02K,,,3,$0.3K,,,2019
Office Supplies,Lodi,United States,EH-13765,Edward Hooks,Other,4/12/2019,US-2019-142979,95240,Prismacolor Color Pencil Set,West,Corporate,COR,FALSE,4/18/2019,Standard Class,California,Art,0,$0.02K,,,2,$0.0K,,,2019
Office Supplies,Redondo Beach,United States,KN-16450,Kean Nguyen,Other,4/12/2019,US-2019-154599,90278,Recycled Pressboard Report Cover with Reinforced Top Hinge,West,Corporate,COR,FALSE,4/17/2019,Standard Class,California,Binders,0.2,$0.01K,,,7,$0.0K,,,2019
Office Supplies,Bloomington,United States,SV-20785,Stewart Visinsky,Xerox,4/12/2019,US-2019-158365,47401,Xerox 213,Central,Consumer,CON,FALSE,4/17/2019,Standard Class,Indiana,Paper,0,$0.02K,,,5,$0.0K,,,2019
Technology,Redondo Beach,United States,KN-16450,Kean Nguyen,AT&T,4/12/2019,US-2019-154599,90278,AT&T 1080 Corded phone,West,Corporate,COR,FALSE,4/17/2019,Standard Class,California,Phones,0.2,$0.04K,,,4,$0.4K,,,2019
Technology,Redondo Beach,United States,KN-16450,Kean Nguyen,Pyle,4/12/2019,US-2019-154599,90278,Pyle PMP37LED,West,Corporate,COR,FALSE,4/17/2019,Standard Class,California,Phones,0.2,$0.09K,,,14,$1.1K,,,2019
Office Supplies,Philadelphia,United States,JD-15895,Jonathan Doherty,Newell,4/13/2019,US-2019-122336,19140,Newell 314,East,Corporate,COR,FALSE,4/17/2019,Second Class,Pennsylvania,Art,0.2,$0.00K,,,4,$0.0K,,,2019
